"Step","Feb13_10-59-31_PPO - Episode / Total timesteps (mean)","Feb13_10-59-31_PPO - Episode / Total timesteps (mean)__MIN","Feb13_10-59-31_PPO - Episode / Total timesteps (mean)__MAX"
"7341","123.72751","123.72751","123.72751"
"7361","120.041306","120.041306","120.041306"
"7378","125.68058","125.68058","125.68058"
"7398","126.18534","126.18534","126.18534"
"7418","126.95619","126.95619","126.95619"
"7435","122.26426","122.26426","122.26426"
"7463","133.97733","133.97733","133.97733"
"7483","123.81835","123.81835","123.81835"
"7492","128.57085","128.57085","128.57085"
"7512","130.01088","130.01088","130.01088"
"7532","123.93752","123.93752","123.93752"
"7549","134.28195","134.28195","134.28195"
"7577","115.5083","115.5083","115.5083"
"7597","118.87811","118.87811","118.87811"
"7606","115.2661","115.2661","115.2661"
"7626","117.44005","117.44005","117.44005"
"7646","135.00096","135.00096","135.00096"
"7663","127.99279","127.99279","127.99279"
"7691","119.815254","119.815254","119.815254"
"7703","112.4661","112.4661","112.4661"
"7720","117.40236","117.40236","117.40236"
"7740","115.61541","115.61541","115.61541"
"7760","124.47319","124.47319","124.47319"
"7777","117.702805","117.702805","117.702805"
"7797","115.22402","115.22402","115.22402"
"7817","121.26497","121.26497","121.26497"
"7834","116.01677","116.01677","116.01677"
"7854","121.09522","121.09522","121.09522"
"7874","117.50887","117.50887","117.50887"
"7891","130.35611","130.35611","130.35611"
"7911","121.682","121.682","121.682"
"7931","127.362305","127.362305","127.362305"
"7948","147.10025","147.10025","147.10025"
"7976","128.06078","128.06078","128.06078"
"7988","113.28688","113.28688","113.28688"
"8013","118.35725","118.35725","118.35725"
"8025","123.962524","123.962524","123.962524"
"8053","128.13913","128.13913","128.13913"
"8062","124.35351","124.35351","124.35351"
"8082","127.2224","127.2224","127.2224"
"8102","137.32396","137.32396","137.32396"
"8127","125.40239","125.40239","125.40239"
"8139","122.492714","122.492714","122.492714"
"8159","129.39555","129.39555","129.39555"
"8176","126.85756","126.85756","126.85756"
"8196","130.75243","130.75243","130.75243"
"8216","123.56073","123.56073","123.56073"
"8233","126.11623","126.11623","126.11623"
"8261","118.92965","118.92965","118.92965"
"8281","127.712524","127.712524","127.712524"
"8290","136.98466","136.98466","136.98466"
"8310","109.53683","109.53683","109.53683"
"8330","131.13795","131.13795","131.13795"
"8355","134.2497","134.2497","134.2497"
"8375","121.51354","121.51354","121.51354"
"8387","136.3498","136.3498","136.3498"
"8404","124.7512","124.7512","124.7512"
"8424","137.89005","137.89005","137.89005"
"8452","135.1242","135.1242","135.1242"
"8461","128.68033","128.68033","128.68033"
"8489","138.20384","138.20384","138.20384"
"8501","162.82544","162.82544","162.82544"
"8526","125.12035","125.12035","125.12035"
"8538","142.49821","142.49821","142.49821"
"8558","134.2578","134.2578","134.2578"
"8575","122.39504","122.39504","122.39504"
"8603","130.79906","130.79906","130.79906"
"8615","138.93208","138.93208","138.93208"
"8632","127.11016","127.11016","127.11016"
"8660","112.91114","112.91114","112.91114"
"8680","126.78334","126.78334","126.78334"
"8689","162.9514","162.9514","162.9514"
"8709","139.67123","139.67123","139.67123"
"8729","145.91423","145.91423","145.91423"
"8746","122.215576","122.215576","122.215576"
"8774","130.57697","130.57697","130.57697"
"8786","147.62227","147.62227","147.62227"
"8803","122.06175","122.06175","122.06175"
"8823","120.91289","120.91289","120.91289"
"8843","114.38922","114.38922","114.38922"
"8868","135.75447","135.75447","135.75447"
"8880","124.70631","124.70631","124.70631"
"8900","128.91867","128.91867","128.91867"
"8917","115.27935","115.27935","115.27935"
"8945","123.296684","123.296684","123.296684"
"8957","123.02853","123.02853","123.02853"
"8974","122.67222","122.67222","122.67222"
"8994","145.32571","145.32571","145.32571"
"9022","116.5104","116.5104","116.5104"
"9031","143.80219","143.80219","143.80219"
"9059","128.84125","128.84125","128.84125"
"9071","122.85943","122.85943","122.85943"
"9088","120.950294","120.950294","120.950294"
"9108","112.664314","112.664314","112.664314"
"9128","130.48296","130.48296","130.48296"
"9145","131.36061","131.36061","131.36061"
"9173","144.61021","144.61021","144.61021"
"9193","113.79858","113.79858","113.79858"
"9202","121.81867","121.81867","121.81867"
"9230","121.357025","121.357025","121.357025"
"9242","120.40171","120.40171","120.40171"
"9267","111.74043","111.74043","111.74043"
"9279","114.311646","114.311646","114.311646"
"9299","120.02055","120.02055","120.02055"
"9316","128.57896","128.57896","128.57896"
"9336","133.46861","133.46861","133.46861"
"9356","136.95631","136.95631","136.95631"
"9373","150.00328","150.00328","150.00328"
"9401","120.477776","120.477776","120.477776"
"9413","129.28445","129.28445","129.28445"
"9438","157.91559","157.91559","157.91559"
"9450","106.33788","106.33788","106.33788"
"9470","111.231544","111.231544","111.231544"
"9487","118.13333","118.13333","118.13333"
"9507","109.190056","109.190056","109.190056"
"9527","124.53038","124.53038","124.53038"
"9544","146.05118","146.05118","146.05118"
"9572","118.7107","118.7107","118.7107"
"9592","124.26999","124.26999","124.26999"
"9601","128.58342","128.58342","128.58342"
"9629","125.08093","125.08093","125.08093"
"9649","111.42134","111.42134","111.42134"
"9658","143.19818","143.19818","143.19818"
"9678","110.77064","110.77064","110.77064"
"9706","134.27211","134.27211","134.27211"
"9715","118.42648","118.42648","118.42648"
"9735","141.84857","141.84857","141.84857"
"9763","126.48393","126.48393","126.48393"
"9772","137.25659","137.25659","137.25659"
"9800","115.140816","115.140816","115.140816"
"9820","117.9255","117.9255","117.9255"
"9829","126.150566","126.150566","126.150566"
"9849","131.40721","131.40721","131.40721"
"9869","134.80836","134.80836","134.80836"
"9894","123.02774","123.02774","123.02774"
"9914","129.62482","129.62482","129.62482"
"9926","143.94545","143.94545","143.94545"
"9943","132.18008","132.18008","132.18008"
"9963","142.90395","142.90395","142.90395"
"9991","140.38441","140.38441","140.38441"
"10008","124.16052","124.16052","124.16052"
"10020","131.66805","131.66805","131.66805"
"10048","136.11401","136.11401","136.11401"
"10065","121.61679","121.61679","121.61679"
"10077","122.287865","122.287865","122.287865"
"10105","135.63118","135.63118","135.63118"
"10114","120.68069","120.68069","120.68069"
"10142","130.32991","130.32991","130.32991"
"10162","112.15588","112.15588","112.15588"
"10179","138.51944","138.51944","138.51944"
"10191","124.7224","124.7224","124.7224"
"10211","138.96355","138.96355","138.96355"
"10228","123.89459","123.89459","123.89459"
"10248","132.33588","132.33588","132.33588"
"10268","112.81223","112.81223","112.81223"
"10285","112.027405","112.027405","112.027405"
"10305","132.50081","132.50081","132.50081"
"10325","121.64953","121.64953","121.64953"
"10342","138.68466","138.68466","138.68466"
"10362","114.66021","114.66021","114.66021"
"10382","118.006134","118.006134","118.006134"
"10399","121.57316","121.57316","121.57316"
"10419","131.436","131.436","131.436"
"10439","122.543465","122.543465","122.543465"
"10456","127.840004","127.840004","127.840004"
"10484","115.025314","115.025314","115.025314"
"10496","119.83659","119.83659","119.83659"
"10513","111.42979","111.42979","111.42979"
"10541","118.3014","118.3014","118.3014"
"10553","108.884445","108.884445","108.884445"
"10570","131.06331","131.06331","131.06331"
"10590","117.221664","117.221664","117.221664"
"10610","119.43027","119.43027","119.43027"
"10635","115.52714","115.52714","115.52714"
"10647","129.45512","129.45512","129.45512"
"10675","114.44172","114.44172","114.44172"
"10692","147.17143","147.17143","147.17143"
"10704","121.30505","121.30505","121.30505"
"10732","144.33989","144.33989","144.33989"
"10741","139.26938","139.26938","139.26938"
"10769","129.11838","129.11838","129.11838"
"10789","127.32954","127.32954","127.32954"
"10798","138.46619","138.46619","138.46619"
"10818","128.49272","128.49272","128.49272"
"10846","105.09091","105.09091","105.09091"
"10855","125.73226","125.73226","125.73226"
"10875","124.92399","124.92399","124.92399"
"10903","134.36093","134.36093","134.36093"
"10912","121.524","121.524","121.524"
"10940","119.95451","119.95451","119.95451"
"10952","104.04869","104.04869","104.04869"
"10969","123.95576","123.95576","123.95576"
"10997","127.75757","127.75757","127.75757"
"11017","113.108284","113.108284","113.108284"
"11026","132.43001","132.43001","132.43001"
"11046","135.36472","135.36472","135.36472"
"11074","156.89746","156.89746","156.89746"
"11083","134.49635","134.49635","134.49635"
"11111","130.41183","130.41183","130.41183"
"11131","196.37753","196.37753","196.37753"
"11140","119.94059","119.94059","119.94059"
"11160","111.01382","111.01382","111.01382"
"11188","135.74278","135.74278","135.74278"
"11197","118.66127","118.66127","118.66127"
"11217","110.570854","110.570854","110.570854"
"11237","148.31752","148.31752","148.31752"
"11262","129.19197","129.19197","129.19197"
"11282","124.76725","124.76725","124.76725"
"11294","128.51704","128.51704","128.51704"
"11311","121.816536","121.816536","121.816536"
"11331","132.42973","132.42973","132.42973"
"11351","122.756935","122.756935","122.756935"
"11368","118.4077","118.4077","118.4077"
"11388","156.22473","156.22473","156.22473"
"11408","120.447945","120.447945","120.447945"
"11425","125.5369","125.5369","125.5369"
"11445","129.18372","129.18372","129.18372"
"11473","138.1367","138.1367","138.1367"
"11482","153.03177","153.03177","153.03177"
"11510","165.55066","165.55066","165.55066"
"11530","120.75567","120.75567","120.75567"
"11539","144.59651","144.59651","144.59651"
"11559","134.17459","134.17459","134.17459"
"11579","162.74724","162.74724","162.74724"
"11596","154.97469","154.97469","154.97469"
"11624","131.16821","131.16821","131.16821"
"11636","119.15371","119.15371","119.15371"
"11661","157.3762","157.3762","157.3762"
"11681","158.4972","158.4972","158.4972"
"11693","122.05435","122.05435","122.05435"
"11718","149.53487","149.53487","149.53487"
"11730","163.28331","163.28331","163.28331"
"11750","119.62337","119.62337","119.62337"
"11767","159.67778","159.67778","159.67778"
"11795","129.7991","129.7991","129.7991"
"11807","153.8094","153.8094","153.8094"
"11824","121.76615","121.76615","121.76615"
"11852","120.999176","120.999176","120.999176"
"11872","113.340096","113.340096","113.340096"
"11881","133.10197","133.10197","133.10197"
"11909","179.02205","179.02205","179.02205"
"11921","126.66451","126.66451","126.66451"
"11938","152.25526","152.25526","152.25526"
"11966","131.06767","131.06767","131.06767"
"11978","148.80228","148.80228","148.80228"
"11995","157.67865","157.67865","157.67865"
"12015","195.69098","195.69098","195.69098"
"12035","122.33544","122.33544","122.33544"
"12052","155.39732","155.39732","155.39732"
"12072","115.52174","115.52174","115.52174"
"12100","137.74776","137.74776","137.74776"
"12109","140.28134","140.28134","140.28134"
"12129","134.75615","134.75615","134.75615"
"12149","153.6301","153.6301","153.6301"
"12166","176.04115","176.04115","176.04115"
"12186","144.55142","144.55142","144.55142"
"12206","186.52432","186.52432","186.52432"
"12223","150.5498","150.5498","150.5498"
"12251","208.3187","208.3187","208.3187"
"12263","121.40115","121.40115","121.40115"
"12288","127.29962","127.29962","127.29962"
"12300","131.75716","131.75716","131.75716"
"12328","158.53911","158.53911","158.53911"
"12345","164.39546","164.39546","164.39546"
"12357","155.8915","155.8915","155.8915"
"12385","116.47286","116.47286","116.47286"
"12394","159.88235","159.88235","159.88235"
"12414","139.3005","139.3005","139.3005"
"12442","126.4011","126.4011","126.4011"
"12459","143.44798","143.44798","143.44798"
"12471","156.40724","156.40724","156.40724"
"12491","173.01956","173.01956","173.01956"
"12508","118.77838","118.77838","118.77838"
"12528","113.51888","113.51888","113.51888"
"12548","130.3642","130.3642","130.3642"
"12573","186.3895","186.3895","186.3895"
"12593","123.59804","123.59804","123.59804"
"12605","119.36933","119.36933","119.36933"
"12622","121.48384","121.48384","121.48384"
"12642","129.37083","129.37083","129.37083"
"12662","132.66283","132.66283","132.66283"
"12687","128.57764","128.57764","128.57764"
"12707","119.98731","119.98731","119.98731"
"12727","123.05273","123.05273","123.05273"
"12744","122.41729","122.41729","122.41729"
"12756","132.07011","132.07011","132.07011"
"12776","148.78445","148.78445","148.78445"
"12801","130.27667","130.27667","130.27667"
"12813","153.18645","153.18645","153.18645"
"12841","121.00398","121.00398","121.00398"
"12850","189.81966","189.81966","189.81966"
"12870","117.94229","117.94229","117.94229"
"12890","110.68741","110.68741","110.68741"
"12915","129.40277","129.40277","129.40277"
"12927","148.00957","148.00957","148.00957"
"12955","121.9361","121.9361","121.9361"
"12964","166.9911","166.9911","166.9911"
"12984","128.29709","128.29709","128.29709"
"13012","152.13185","152.13185","152.13185"
"13021","155.81259","155.81259","155.81259"
"13041","160.51398","160.51398","160.51398"
"13061","122.22235","122.22235","122.22235"
"13078","120.447754","120.447754","120.447754"
"13106","136.49414","136.49414","136.49414"
"13126","169.454","169.454","169.454"
"13143","111.95053","111.95053","111.95053"
"13163","124.44536","124.44536","124.44536"
"13183","125.56197","125.56197","125.56197"
"13192","150.81447","150.81447","150.81447"
"13220","123.62959","123.62959","123.62959"
"13240","146.64177","146.64177","146.64177"
"13257","163.203","163.203","163.203"
"13269","133.92332","133.92332","133.92332"
"13297","119.32497","119.32497","119.32497"
"13306","120.3465","120.3465","120.3465"
"13326","127.53705","127.53705","127.53705"
"13354","128.25269","128.25269","128.25269"
"13363","128.50404","128.50404","128.50404"
"13383","158.53685","158.53685","158.53685"
"13403","136.80527","136.80527","136.80527"
"13420","130.92213","130.92213","130.92213"
"13440","132.24788","132.24788","132.24788"
"13460","122.724205","122.724205","122.724205"
"13485","128.09186","128.09186","128.09186"
"13497","132.57327","132.57327","132.57327"
"13525","142.15962","142.15962","142.15962"
"13534","124.485374","124.485374","124.485374"
"13554","123.4908","123.4908","123.4908"
"13582","126.36165","126.36165","126.36165"
"13599","135.60887","135.60887","135.60887"
"13611","123.93486","123.93486","123.93486"
"13631","134.36795","134.36795","134.36795"
"13656","128.809","128.809","128.809"
"13668","125.53802","125.53802","125.53802"
"13688","125.9746","125.9746","125.9746"
"13705","133.6739","133.6739","133.6739"
"13725","125.27282","125.27282","125.27282"
"13753","121.55117","121.55117","121.55117"
"13770","131.37292","131.37292","131.37292"
"13790","165.32544","165.32544","165.32544"
"13802","130.92581","130.92581","130.92581"
"13819","122.91737","122.91737","122.91737"
"13839","147.41624","147.41624","147.41624"
"13859","103.01683","103.01683","103.01683"
"13876","142.11348","142.11348","142.11348"
"13904","139.99431","139.99431","139.99431"
"13916","130.89745","130.89745","130.89745"
"13933","124.34069","124.34069","124.34069"
"13953","126.81683","126.81683","126.81683"
"13973","126.632454","126.632454","126.632454"
"13990","143.49362","143.49362","143.49362"
"14010","127.84404","127.84404","127.84404"
"14030","160.83168","160.83168","160.83168"
"14047","138.93073","138.93073","138.93073"
"14067","200.80922","200.80922","200.80922"
"14087","157.1028","157.1028","157.1028"
"14104","144.0374","144.0374","144.0374"
"14132","145.50021","145.50021","145.50021"
"14144","175.59755","175.59755","175.59755"
"14161","177.50258","177.50258","177.50258"
"14181","134.54216","134.54216","134.54216"
"14209","130.68123","130.68123","130.68123"
"14226","147.04575","147.04575","147.04575"
"14238","113.91442","113.91442","113.91442"
"14258","122.36397","122.36397","122.36397"
"14275","156.55392","156.55392","156.55392"
"14295","119.5363","119.5363","119.5363"
"14315","139.14354","139.14354","139.14354"
"14332","205.8601","205.8601","205.8601"
"14360","115.80613","115.80613","115.80613"
"14380","158.75972","158.75972","158.75972"
"14389","118.162","118.162","118.162"
"14409","130.39336","130.39336","130.39336"
"14429","223.28294","223.28294","223.28294"
"14454","233.31764","233.31764","233.31764"
"14466","118.15633","118.15633","118.15633"
"14494","212.4496","212.4496","212.4496"
"14503","141.30356","141.30356","141.30356"
"14523","121.15207","121.15207","121.15207"
"14551","136.81339","136.81339","136.81339"
"14560","131.64084","131.64084","131.64084"
"14580","153.8898","153.8898","153.8898"
"14600","163.9016","163.9016","163.9016"