"Step","Feb25_16-58-57_trpo_rover_TRPO - Reward / Total reward (mean)","Feb25_16-58-57_trpo_rover_TRPO - Reward / Total reward (mean)__MIN","Feb25_16-58-57_trpo_rover_TRPO - Reward / Total reward (mean)__MAX"
"13","-0.59656733","-0.59656733","-0.59656733"
"30","-0.593112","-0.593112","-0.593112"
"51","0.7030914","0.7030914","0.7030914"
"64","1.632592","1.632592","1.632592"
"89","0.6958938","0.6958938","0.6958938"
"110","1.362136","1.362136","1.362136"
"123","1.4971025","1.4971025","1.4971025"
"148","1.3399801","1.3399801","1.3399801"
"169","1.3819478","1.3819478","1.3819478"
"190","1.3868306","1.3868306","1.3868306"
"199","0.9485708","0.9485708","0.9485708"
"220","1.3944091","1.3944091","1.3944091"
"241","1.5248947","1.5248947","1.5248947"
"258","1.4357368","1.4357368","1.4357368"
"287","1.039665","1.039665","1.039665"
"308","1.2482213","1.2482213","1.2482213"
"325","1.1176215","1.1176215","1.1176215"
"338","1.643298","1.643298","1.643298"
"359","1.6233354","1.6233354","1.6233354"
"384","1.2230325","1.2230325","1.2230325"
"405","1.3878847","1.3878847","1.3878847"
"418","1.0217174","1.0217174","1.0217174"
"435","1.3136942","1.3136942","1.3136942"
"456","1.3426046","1.3426046","1.3426046"
"477","1.2687678","1.2687678","1.2687678"
"494","1.1919705","1.1919705","1.1919705"
"515","1.3915839","1.3915839","1.3915839"
"536","1.1800535","1.1800535","1.1800535"
"553","1.1310796","1.1310796","1.1310796"
"582","1.4439008","1.4439008","1.4439008"
"603","1.120436","1.120436","1.120436"
"612","1.5619475","1.5619475","1.5619475"
"641","1.4662249","1.4662249","1.4662249"
"654","1.3685573","1.3685573","1.3685573"
"679","1.5960395","1.5960395","1.5960395"
"692","0.8306646","0.8306646","0.8306646"
"721","1.3377328","1.3377328","1.3377328"
"730","1.3463864","1.3463864","1.3463864"
"751","1.0901574","1.0901574","1.0901574"
"780","0.8700795","0.8700795","0.8700795"
"797","1.3712866","1.3712866","1.3712866"
"818","1.2120308","1.2120308","1.2120308"
"839","1.2359605","1.2359605","1.2359605"
"848","1.2534653","1.2534653","1.2534653"
"869","1.1377507","1.1377507","1.1377507"
"898","0.9492124","0.9492124","0.9492124"
"907","0.93617064","0.93617064","0.93617064"
"928","1.1944959","1.1944959","1.1944959"
"957","1.4492415","1.4492415","1.4492415"
"966","1.0431525","1.0431525","1.0431525"
"995","1.1543462","1.1543462","1.1543462"
"1008","1.2926842","1.2926842","1.2926842"
"1033","1.1249008","1.1249008","1.1249008"
"1046","1.250061","1.250061","1.250061"
"1067","1.3212863","1.3212863","1.3212863"
"1092","1.0821577","1.0821577","1.0821577"
"1105","1.1368672","1.1368672","1.1368672"
"1126","1.1519343","1.1519343","1.1519343"
"1151","1.1277615","1.1277615","1.1277615"
"1164","1.3169672","1.3169672","1.3169672"
"1193","1.2131461","1.2131461","1.2131461"
"1202","1.4062065","1.4062065","1.4062065"
"1231","1.469702","1.469702","1.469702"
"1252","1.3832313","1.3832313","1.3832313"
"1261","1.4119345","1.4119345","1.4119345"
"1290","0.98018503","0.98018503","0.98018503"
"1303","1.2590909","1.2590909","1.2590909"
"1320","1.3819313","1.3819313","1.3819313"
"1341","1.2891825","1.2891825","1.2891825"
"1362","1.2748067","1.2748067","1.2748067"
"1379","1.1947246","1.1947246","1.1947246"
"1408","1.1739974","1.1739974","1.1739974"
"1421","1.294745","1.294745","1.294745"
"1438","1.2452359","1.2452359","1.2452359"
"1467","1.5152975","1.5152975","1.5152975"
"1488","1.4925009","1.4925009","1.4925009"
"1497","1.1811988","1.1811988","1.1811988"
"1526","1.218923","1.218923","1.218923"
"1539","1.1692091","1.1692091","1.1692091"
"1556","1.3387295","1.3387295","1.3387295"
"1585","1.1210823","1.1210823","1.1210823"
"1598","0.96973556","0.96973556","0.96973556"
"1615","1.2823871","1.2823871","1.2823871"
"1636","1.4490336","1.4490336","1.4490336"
"1657","1.321912","1.321912","1.321912"
"1682","1.5018271","1.5018271","1.5018271"
"1703","1.3090141","1.3090141","1.3090141"
"1724","1.2017552","1.2017552","1.2017552"
"1741","1.4769828","1.4769828","1.4769828"
"1762","1.1979086","1.1979086","1.1979086"
"1775","1.1906192","1.1906192","1.1906192"
"1800","1.3693168","1.3693168","1.3693168"
"1821","1.2563789","1.2563789","1.2563789"
"1842","1.2082711","1.2082711","1.2082711"
"1851","1.1041766","1.1041766","1.1041766"
"1872","1.3802977","1.3802977","1.3802977"
"1893","1.2051076","1.2051076","1.2051076"
"1910","1.6007807","1.6007807","1.6007807"
"1931","1.3917848","1.3917848","1.3917848"
"1960","1.3203897","1.3203897","1.3203897"
"1969","1.5047811","1.5047811","1.5047811"
"1990","1.4395896","1.4395896","1.4395896"
"2011","1.2249806","1.2249806","1.2249806"
"2028","1.4901732","1.4901732","1.4901732"
"2057","1.4846299","1.4846299","1.4846299"
"2070","1.3894055","1.3894055","1.3894055"
"2087","0.9645553","0.9645553","0.9645553"
"2108","1.4570764","1.4570764","1.4570764"
"2129","1.0830711","1.0830711","1.0830711"
"2154","1.3253223","1.3253223","1.3253223"
"2175","1.3610238","1.3610238","1.3610238"
"2196","1.1871773","1.1871773","1.1871773"
"2205","1.2330084","1.2330084","1.2330084"
"2226","1.5955482","1.5955482","1.5955482"
"2247","1.0209895","1.0209895","1.0209895"
"2272","1.2423083","1.2423083","1.2423083"
"2293","1.295106","1.295106","1.295106"
"2306","0.93897814","0.93897814","0.93897814"
"2323","1.6286806","1.6286806","1.6286806"
"2344","0.9786135","0.9786135","0.9786135"
"2365","1.3580524","1.3580524","1.3580524"
"2382","1.2393967","1.2393967","1.2393967"
"2403","1.268057","1.268057","1.268057"
"2424","1.3182869","1.3182869","1.3182869"
"2449","1.2161247","1.2161247","1.2161247"
"2470","1.1934943","1.1934943","1.1934943"
"2483","1.504122","1.504122","1.504122"
"2500","1.0981897","1.0981897","1.0981897"
"2529","1.5611858","1.5611858","1.5611858"
"2542","1.0293293","1.0293293","1.0293293"
"2559","1.4468327","1.4468327","1.4468327"
"2588","1.1206552","1.1206552","1.1206552"
"2609","1.2861676","1.2861676","1.2861676"
"2618","1.2674352","1.2674352","1.2674352"
"2639","1.4222972","1.4222972","1.4222972"
"2660","1.420393","1.420393","1.420393"
"2685","1.5090888","1.5090888","1.5090888"
"2706","1.023376","1.023376","1.023376"
"2719","0.57737654","0.57737654","0.57737654"
"2736","1.6006792","1.6006792","1.6006792"
"2765","1.0267994","1.0267994","1.0267994"
"2778","1.151931","1.151931","1.151931"
"2795","1.2771175","1.2771175","1.2771175"
"2816","1.5053085","1.5053085","1.5053085"
"2845","1.6696533","1.6696533","1.6696533"
"2862","1.5539141","1.5539141","1.5539141"
"2883","1.3292832","1.3292832","1.3292832"
"2904","1.5595353","1.5595353","1.5595353"
"2921","1.4519717","1.4519717","1.4519717"
"2934","1.0067697","1.0067697","1.0067697"
"2963","1.0559891","1.0559891","1.0559891"
"2972","1.0661913","1.0661913","1.0661913"
"2993","1.5937582","1.5937582","1.5937582"
"3022","1.043265","1.043265","1.043265"
"3031","1.3517181","1.3517181","1.3517181"
"3052","1.3558357","1.3558357","1.3558357"
"3073","1.4758308","1.4758308","1.4758308"
"3098","1.4903505","1.4903505","1.4903505"
"3111","1.1490387","1.1490387","1.1490387"
"3140","1.3347831","1.3347831","1.3347831"
"3157","1.5786964","1.5786964","1.5786964"
"3170","1.3770218","1.3770218","1.3770218"
"3191","1.1926427","1.1926427","1.1926427"
"3208","1.3605771","1.3605771","1.3605771"
"3229","1.5361015","1.5361015","1.5361015"
"3250","1.128136","1.128136","1.128136"
"3267","1.3677608","1.3677608","1.3677608"
"3296","1.0536788","1.0536788","1.0536788"
"3309","1.3537005","1.3537005","1.3537005"
"3326","0.9777691","0.9777691","0.9777691"
"3347","1.4103137","1.4103137","1.4103137"
"3376","1.1241832","1.1241832","1.1241832"
"3393","1.1048231","1.1048231","1.1048231"
"3414","1.0962492","1.0962492","1.0962492"
"3435","1.4722011","1.4722011","1.4722011"
"3452","1.5448833","1.5448833","1.5448833"
"3465","1.1434505","1.1434505","1.1434505"
"3486","1.4221289","1.4221289","1.4221289"
"3503","1.4151294","1.4151294","1.4151294"
"3524","1.0443254","1.0443254","1.0443254"
"3553","1.2732835","1.2732835","1.2732835"
"3570","1.1907774","1.1907774","1.1907774"
"3583","1.1577841","1.1577841","1.1577841"
"3612","1.4127817","1.4127817","1.4127817"
"3621","1.4814245","1.4814245","1.4814245"
"3650","1.3665253","1.3665253","1.3665253"
"3663","1.2717928","1.2717928","1.2717928"
"3688","1.4562137","1.4562137","1.4562137"
"3709","1.3519555","1.3519555","1.3519555"
"3730","1.4204243","1.4204243","1.4204243"
"3739","1.3320043","1.3320043","1.3320043"
"3760","1.2688959","1.2688959","1.2688959"
"3789","1.5540602","1.5540602","1.5540602"
"3798","1.254938","1.254938","1.254938"
"3819","1.0217967","1.0217967","1.0217967"
"3848","1.1358706","1.1358706","1.1358706"
"3865","1.195445","1.195445","1.195445"
"3886","1.2311126","1.2311126","1.2311126"
"3899","1.5622841","1.5622841","1.5622841"
"3916","1.1414077","1.1414077","1.1414077"
"3937","0.87657034","0.87657034","0.87657034"
"3958","1.4542763","1.4542763","1.4542763"
"3983","1.1685967","1.1685967","1.1685967"
"3996","1.0602036","1.0602036","1.0602036"
"4017","1.1004784","1.1004784","1.1004784"
"4042","1.5048406","1.5048406","1.5048406"
"4063","1.0716429","1.0716429","1.0716429"
"4084","1.1961098","1.1961098","1.1961098"
"4101","1.3962699","1.3962699","1.3962699"
"4122","1.3932627","1.3932627","1.3932627"
"4143","1.4288394","1.4288394","1.4288394"
"4160","1.2711738","1.2711738","1.2711738"
"4181","1.2375203","1.2375203","1.2375203"
"4194","1.258697","1.258697","1.258697"
"4211","0.9993249","0.9993249","0.9993249"
"4232","1.4110628","1.4110628","1.4110628"
"4261","1.150836","1.150836","1.150836"
"4270","1.5668856","1.5668856","1.5668856"
"4299","1.2338314","1.2338314","1.2338314"
"4320","1.7146342","1.7146342","1.7146342"
"4337","1.0948659","1.0948659","1.0948659"
"4350","1.3036102","1.3036102","1.3036102"
"4379","0.82791454","0.82791454","0.82791454"
"4388","0.9288734","0.9288734","0.9288734"
"4417","1.5834185","1.5834185","1.5834185"
"4430","1.0816835","1.0816835","1.0816835"
"4455","1.3312777","1.3312777","1.3312777"
"4476","0.9462228","0.9462228","0.9462228"
"4489","1.6160488","1.6160488","1.6160488"
"4506","1.1422215","1.1422215","1.1422215"
"4527","1.1843277","1.1843277","1.1843277"
"4556","0.84859866","0.84859866","0.84859866"
"4565","1.2126032","1.2126032","1.2126032"
"4586","1.0819988","1.0819988","1.0819988"
"4615","1.276389","1.276389","1.276389"
"4624","1.2927614","1.2927614","1.2927614"
"4653","1.1849322","1.1849322","1.1849322"
"4666","1.5866888","1.5866888","1.5866888"
"4691","1.2916596","1.2916596","1.2916596"
"4704","1.1997646","1.1997646","1.1997646"
"4733","1.5685661","1.5685661","1.5685661"
"4750","1.4336174","1.4336174","1.4336174"
"4763","1.4424986","1.4424986","1.4424986"
"4784","0.85581326","0.85581326","0.85581326"
"4801","1.0725389","1.0725389","1.0725389"
"4822","1.3989726","1.3989726","1.3989726"
"4851","1.4269493","1.4269493","1.4269493"
"4860","1.4321831","1.4321831","1.4321831"
"4889","0.81413215","0.81413215","0.81413215"
"4902","1.4853771","1.4853771","1.4853771"
"4927","1.3529034","1.3529034","1.3529034"
"4940","1.5597055","1.5597055","1.5597055"
"4969","1.1089026","1.1089026","1.1089026"
"4978","1.5737829","1.5737829","1.5737829"
"5007","1.4428512","1.4428512","1.4428512"
"5028","1.0040237","1.0040237","1.0040237"
"5037","1.4807254","1.4807254","1.4807254"
"5066","1.0785353","1.0785353","1.0785353"
"5079","1.3727025","1.3727025","1.3727025"
"5096","1.2222874","1.2222874","1.2222874"
"5125","1.3470749","1.3470749","1.3470749"
"5146","1.2601691","1.2601691","1.2601691"
"5155","1.076398","1.076398","1.076398"
"5176","1.3628441","1.3628441","1.3628441"
"5197","1.329923","1.329923","1.329923"
"5214","1.1629971","1.1629971","1.1629971"
"5243","1.4173023","1.4173023","1.4173023"
"5256","0.77116567","0.77116567","0.77116567"
"5273","1.187747","1.187747","1.187747"
"5294","1.6171051","1.6171051","1.6171051"
"5323","0.93952936","0.93952936","0.93952936"
"5332","1.4180118","1.4180118","1.4180118"
"5361","1.3407632","1.3407632","1.3407632"
"5382","1.4401077","1.4401077","1.4401077"
"5391","1.5004634","1.5004634","1.5004634"
"5412","1.2672213","1.2672213","1.2672213"
"5433","1.0184879","1.0184879","1.0184879"
"5458","1.6109564","1.6109564","1.6109564"
"5479","1.5031518","1.5031518","1.5031518"
"5500","1.1210024","1.1210024","1.1210024"
"5509","0.9670484","0.9670484","0.9670484"
"5530","1.1300364","1.1300364","1.1300364"
"5551","0.82665855","0.82665855","0.82665855"
"5568","1.4083241","1.4083241","1.4083241"
"5597","1.4640747","1.4640747","1.4640747"
"5610","1.5206488","1.5206488","1.5206488"
"5635","1.4500287","1.4500287","1.4500287"
"5648","1.3180125","1.3180125","1.3180125"
"5669","1.198485","1.198485","1.198485"
"5694","1.2281712","1.2281712","1.2281712"
"5715","1.2875743","1.2875743","1.2875743"
"5736","1.3296481","1.3296481","1.3296481"
"5745","1.2366498","1.2366498","1.2366498"
"5774","0.8273267","0.8273267","0.8273267"
"5787","1.6746876","1.6746876","1.6746876"
"5804","1.1446315","1.1446315","1.1446315"
"5833","1.2778124","1.2778124","1.2778124"
"5846","1.5331633","1.5331633","1.5331633"
"5871","1.6165408","1.6165408","1.6165408"
"5884","1.4502907","1.4502907","1.4502907"
"5913","1.0918754","1.0918754","1.0918754"
"5922","1.4094787","1.4094787","1.4094787"
"5943","1.4387004","1.4387004","1.4387004"
"5972","1.2096645","1.2096645","1.2096645"
"5981","1.3335617","1.3335617","1.3335617"
"6010","1.4234849","1.4234849","1.4234849"
"6031","0.96738815","0.96738815","0.96738815"
"6040","1.5615792","1.5615792","1.5615792"
"6069","1.3862364","1.3862364","1.3862364"
"6090","1.1289341","1.1289341","1.1289341"